id_day,date,description,death_date,description_lower
7,2024-06-03,"Em Glendalough, na Irlanda, São Coengeno ou Quevino , abade, que fundou um mosteiro, no qual, segundo a tradição, foi pai e director de muitos monges.",(† 622),"em glendalough, na irlanda, são coengeno ou quevino , abade, que fundou um mosteiro, no qual, segundo a tradição, foi pai e director de muitos monges."
8,2024-06-03,"Em Clermont-Ferrand, na Aquitânia, na hodierna França, São Gens , bispo de Clermont, cujo corpo foi sepultado em Manglieu, na igreja do mosteiro por ele construído com o hospício anexo.",(† c. 650),"em clermont-ferrand, na aquitânia, na hodierna frança, são gens , bispo de clermont, cujo corpo foi sepultado em manglieu, na igreja do mosteiro por ele construído com o hospício anexo."
9,2024-06-03,"Em Córdova, na Andaluzia, região da Espanha, Santo Isaac , mártir, que, sendo monge, durante o domínio dos Mouros, impelido por um impulso não humano mas por inspiração divina, desceu do mosteiro de Tábanos à praça pública para discutir com o Emir sobre a verdadeira religião e foi por isso condenado à morte.",(† 851),"em córdova, na andaluzia, região da espanha, santo isaac , mártir, que, sendo monge, durante o domínio dos mouros, impelido por um impulso não humano mas por inspiração divina, desceu do mosteiro de tábanos à praça pública para discutir com o emir sobre a verdadeira religião e foi por isso condenado à morte."
10,2024-06-03,"Em Lucca, na Etrúria, região da Itália, São Davino , que, de origem armena, vendeu todos os bens e se fez peregrino por Cristo, até que, depois de visitar a Terra Santa e a basílica dos Apóstolos, morreu atingido pela enfermidade.",(† 1051),"em lucca, na etrúria, região da itália, são davino , que, de origem armena, vendeu todos os bens e se fez peregrino por cristo, até que, depois de visitar a terra santa e a basílica dos apóstolos, morreu atingido pela enfermidade."
11,2024-06-03,"Em Altkirch, no território de Basileia, região dos Helvécios, na actual Suíça, São Morando , monge, natural da Renânia, que, ordenado presbítero, fez a peregrinação a Compostela e, ao regressar, se tornou monge de Cluny, fundando depois o mosteiro onde concluiu a sua intensa vida.",(† 1115),"em altkirch, no território de basileia, região dos helvécios, na actual suíça, são morando , monge, natural da renânia, que, ordenado presbítero, fez a peregrinação a compostela e, ao regressar, se tornou monge de cluny, fundando depois o mosteiro onde concluiu a sua intensa vida."
12,2024-06-03,"Em Spello, na Úmbria, região da Itália, o Beato André Caccióli , o primeiro presbítero agregado aos Frades Menores, que recebeu o hábito da Ordem das mãos de São Francisco e assistiu à sua morte.",(† 1254),"em spello, na úmbria, região da itália, o beato andré caccióli , o primeiro presbítero agregado aos frades menores, que recebeu o hábito da ordem das mãos de são francisco e assistiu à sua morte."
13,2024-06-03,"No cenóbio de Santa Maria de Cadossa, na Lucânia, região da Itália, São Cono , monge, que na sua irrepreensível observância monástica e inocência de vida, pela graça de Deus, em breve tempo chegou ao grau mais sublime das virtudes.",(† s. XIII),"no cenóbio de santa maria de cadossa, na lucânia, região da itália, são cono , monge, que na sua irrepreensível observância monástica e inocência de vida, pela graça de deus, em breve tempo chegou ao grau mais sublime das virtudes."
14,2024-06-03,"Em York, na Inglaterra, o Beato Francisco Ingleby , presbítero e mártir, que, depois de ter estudado no Colégio dos Ingleses em Reims, por exercer o sacerdócio na sua pátria, foi conduzido, no reinado de Isabel I, ao suplício do patíbulo.",(† 1580),"em york, na inglaterra, o beato francisco ingleby , presbítero e mártir, que, depois de ter estudado no colégio dos ingleses em reims, por exercer o sacerdócio na sua pátria, foi conduzido, no reinado de isabel i, ao suplício do patíbulo."
15,2024-06-03,"Em Jerez de la Frontera, na Andaluzia, região da Espanha, São João Grande , religioso da Ordem de São João de Deus, que resplandeceu pela sua grande caridade para com os presos, os abandonados e os marginados e morreu contagiado pela peste dos doentes que tratava.",(† 1600),"em jerez de la frontera, na andaluzia, região da espanha, são joão grande , religioso da ordem de são joão de deus, que resplandeceu pela sua grande caridade para com os presos, os abandonados e os marginados e morreu contagiado pela peste dos doentes que tratava."
16,2024-06-03,"Ao largo de Rochefort, na França, o Beato Carlos Renato Collas de Bignon , presbítero da Sociedade de São Sulpício e mártir, que era Reitor do Seminário Menor de Bourges, quando, durante a Revolução Francesa, por causa do sacerdócio, foi encarcerado numa galera e morreu coberto de chagas infecciosas.",(† 1794),"ao largo de rochefort, na frança, o beato carlos renato collas de bignon , presbítero da sociedade de são sulpício e mártir, que era reitor do seminário menor de bourges, quando, durante a revolução francesa, por causa do sacerdócio, foi encarcerado numa galera e morreu coberto de chagas infecciosas."
17,2024-06-03,"Em Au Thi, no Tonquim, actualmente no Vietnam, São Pedro Dong , mártir, pai de família, que preferiu sofrer atrozes tormentos a pisar a cruz e, porque quis gravar na sua face as palavras “verdadeira religião” em vez de “falsa religião”, foi degolado no tempo do imperador Tu Duc.",(† 1862),"em au thi, no tonquim, actualmente no vietnam, são pedro dong , mártir, pai de família, que preferiu sofrer atrozes tormentos a pisar a cruz e, porque quis gravar na sua face as palavras “verdadeira religião” em vez de “falsa religião”, foi degolado no tempo do imperador tu duc."
18,2024-06-03,"Em Bellegra, localidade próxima de Roma, o Beato José Oddi (Diogo), religioso da Ordem dos Frades Menores, insigne pela sua intensa oração e simplicidade de vida.",(† 1919),"em bellegra, localidade próxima de roma, o beato josé oddi (diogo), religioso da ordem dos frades menores, insigne pela sua intensa oração e simplicidade de vida."
19,2024-06-03,"Em Roma, junto de São Pedro, o dia natal de São João XXIII , papa, cuja memória se celebra no dia 11 de Outubro.",(† 1963),"em roma, junto de são pedro, o dia natal de são joão xxiii , papa, cuja memória se celebra no dia 11 de outubro."
1,2024-06-04,"Em Savária, na Panónia, na Hungria, a paixão de São Quirino , bispo de Siszeck, na Ilíria, e mártir, que, no tempo do imperador Galério, por causa da sua fé em Cristo, foi lançado ao rio com uma grande pedra ligada ao pescoço.",(† 309),"em savária, na panónia, na hungria, a paixão de são quirino , bispo de siszeck, na ilíria, e mártir, que, no tempo do imperador galério, por causa da sua fé em cristo, foi lançado ao rio com uma grande pedra ligada ao pescoço."
2,2024-06-04,"Em Constantinopla, na Turquia, São Metrófanes , bispo de Bizâncio, que consagrou a Deus a Nova Roma.",(† 325),"em constantinopla, na turquia, são metrófanes , bispo de bizâncio, que consagrou a deus a nova roma."
3,2024-06-04,"Em Milevi, na Numídia, actualmente na Argélia, a comemoração de Santo Optato , bispo, que, nos seus escritos contra a heresia donatista, afirmou a universalidade da Igreja e a necessidade intrínseca da unidade dos cristãos.",(† s. IV),"em milevi, na numídia, actualmente na argélia, a comemoração de santo optato , bispo, que, nos seus escritos contra a heresia donatista, afirmou a universalidade da igreja e a necessidade intrínseca da unidade dos cristãos."
4,2024-06-04,"Na Cornualha, região da actual Grã-Bretanha, São Petroco de Gales , abade.",(† s. VI),"na cornualha, região da actual grã-bretanha, são petroco de gales , abade."
5,2024-06-04,"Em Servigliano, no Piceno, região da Itália, São Gualter , abade do mosteiro deste lugar.",(† s. VIII),"em servigliano, no piceno, região da itália, são gualter , abade do mosteiro deste lugar."
6,2024-06-04,"Na ilha da Sardenha, região da Itália, os santos Nicolau e Trano , eremitas.",(† a. s. XII),"na ilha da sardenha, região da itália, os santos nicolau e trano , eremitas."
7,2024-06-04,"Em Sássari, também na Sardenha, o Beato Pacífico Ramáti , presbítero da Ordem dos Menores, que, em plena cruzada de pregação em defesa dos cristãos, partiu ao encontro do Senhor.",(† 1482),"em sássari, também na sardenha, o beato pacífico ramáti , presbítero da ordem dos menores, que, em plena cruzada de pregação em defesa dos cristãos, partiu ao encontro do senhor."
8,2024-06-04,"Em Agnone, no Molise, região da Itália, São Francisco Carácciolo , presbítero, que, abrasado pelo amor de Deus e do próximo, fundou a Congregação dos Clérigos Regrantes Menores.",(† 1608),"em agnone, no molise, região da itália, são francisco carácciolo , presbítero, que, abrasado pelo amor de deus e do próximo, fundou a congregação dos clérigos regrantes menores."
9,2024-06-04,"Em Lecce, na Apúlia, também região da Itália, São Filipe Smaldone , presbítero, que se dedicou com ardorosa diligência ao cuidado dos surdos e dos cegos indigentes e à sua formação humana e cristã, fundando com esta finalidade a Congregação das Irmãs Salesianas dos Sagrados Corações.",(† 1923),"em lecce, na apúlia, também região da itália, são filipe smaldone , presbítero, que se dedicou com ardorosa diligência ao cuidado dos surdos e dos cegos indigentes e à sua formação humana e cristã, fundando com esta finalidade a congregação das irmãs salesianas dos sagrados corações."
10,2024-06-04,"Perto de Munique, cidade da Baviera, na Alemanha, os beatos António Zawistowski , presbítero, e Estanislau Starowieyski , mártires, que, durante a guerra, depois de cruéis tormentos suportados no campo de concentração de Dachau, morreram por Cristo.",(† 1942),"perto de munique, cidade da baviera, na alemanha, os beatos antónio zawistowski , presbítero, e estanislau starowieyski , mártires, que, durante a guerra, depois de cruéis tormentos suportados no campo de concentração de dachau, morreram por cristo."
11,2024-06-04,"Em Mortara, na Lombardia, região da Itália, o Beato Francisco Pianzola , presbítero da diocese de Vigévano, fundador da Congregação das Irmãs Missionárias da Imaculada Rainha da Paz.",(† 1943),"em mortara, na lombardia, região da itália, o beato francisco pianzola , presbítero da diocese de vigévano, fundador da congregação das irmãs missionárias da imaculada rainha da paz."
1,2024-06-05,"Memória de São Bonifácio , bispo e mártir. Era monge de nome Vinfredo e, vindo da Inglaterra para Roma, foi recebido pelo papa Gregório II, que o ordenou bispo; tomando o nome de Bonifácio, foi enviado à Alemanha para anunciar o nome de Cristo àqueles povos; ali ganhou para a religião cristã multidões inumeráveis e governou a sede episcopal de Mogúncia; finalmente, em Dokkum, na Frísia, actualmente na Holanda, massacrado à espada por gentios furiosos, consumou o martírio.",(† 754),"memória de são bonifácio , bispo e mártir. era monge de nome vinfredo e, vindo da inglaterra para roma, foi recebido pelo papa gregório ii, que o ordenou bispo; tomando o nome de bonifácio, foi enviado à alemanha para anunciar o nome de cristo àqueles povos; ali ganhou para a religião cristã multidões inumeráveis e governou a sede episcopal de mogúncia; finalmente, em dokkum, na frísia, actualmente na holanda, massacrado à espada por gentios furiosos, consumou o martírio."
2,2024-06-05,"No Egipto, os santos Marciano , Nicandro , Apolónio e companheiros , mártires, que, segundo a tradição, por causa da profissão da fé cristã sofreram grandes tormentos e, por fim, encerrados num recinto cercado por um muro e expostos ao calor do sol ardente, morreram extenuados pela sede e pela fome.",(† s. III),"no egipto, os santos marciano , nicandro , apolónio e companheiros , mártires, que, segundo a tradição, por causa da profissão da fé cristã sofreram grandes tormentos e, por fim, encerrados num recinto cercado por um muro e expostos ao calor do sol ardente, morreram extenuados pela sede e pela fome."
