date,description,death_date
2024-08-16,"<p><strong>15*.   </strong>Em Barcelona, na Espanha, a Beata <strong>Petra de São José</strong> (Ana Josefa Pérez Florido), virgem, que se dedicou diligentemente à assistência dos anciãos abandonados e fundou a Congregação das Irmãs Mães dos Desamparados.</p>",(† 1906)
2024-08-16,"<p><strong>16*.   </strong>Em Dénia, na província de Alicante, também na Espanha, o Beato <strong>Plácido Garcia Gilaber</strong>, religioso da Ordem dos Frades Menores e mártir, que consumou egregiamente o seu combate por Cristo.</p>",(† 1936)
2024-08-16,"<p><strong>17*.   </strong>Em Benicassim, localidade próxima de Castellón, também na Espanha, o Beato <strong>Henrique Garcia Beltran</strong>, diácono da Ordem dos Frades Menores Capuchinhos e mártir, que pelo martírio se tornou participante na vitória de Cristo.</p>",(† 1936)
2024-08-16,"<p><strong>18*.   </strong>Em Picassent, localidade da província de Valência, também na Espanha, o Beato <strong>Gabriel María de Benifayó</strong> (José Maria Sanchis Mompó), religioso da Congregação dos Terciários Capuchinhos de Nossa Senhora das Dores, que, oprimido pela violência dos inimigos da Igreja, foi ao encontro do Senhor.</p>",(† 1936)
2024-08-16,"<p><strong>19♦.   </strong>Em Pozoblanco, perto de Córdova, também na Espanha, o Beato <strong>António Rodríguez Blanco</strong>, presbítero da diocese de Córdova e mártir, que padeceu o martírio na mesma perseguição contra a fé.</p>",(† 1936)
2024-08-16,"<p><strong>20♦.   </strong>Em Fuente el Fresno, localidade da província de Ciudad Real, também na Espanha, os beatos mártires <strong>Vítor Chumillas Fernández</strong>, presbítero, e <strong>dezanove companheiros</strong><a href=""#_ftn1"" name=""_ftnref1"">[1]</a> da Ordem dos Frades Menores, que, durante a violenta perseguição contra a Igreja, em ódio à religião foram conduzidos à glória celeste.</p>
<p> </p>
<hr/>
<p><a href=""#_ftnref1"" name=""_ftn1"">[1]</a>  São estes os seus nomes: Martinho Lozano Tello, Julião Navio Colado, Domingos Alonso de Frutos, Benigno Prieto del Pozo, Ângelo Hernández-Ranera de Diego, presbíteros; Vicente Majadas Málaga, Valentim Díez Serna, Tiago Maté Calzada, Saturnino Rio Rojo, Raimundo Tejado Librado, Marcelino Ovejero Gómez, José de Vega Pedraza, José Álvarez Rodríguez, Frederico Herrera Bermejo, Félix Maroto Moreno, António Rodrigo Antón, André Majadas Málaga, Anastásio González Rodríguez, Afonso Sánchez Hernández-Ranera, religiosos.</p>
<p> </p>",(† 1936)
2024-08-17,"<p>Memória de Santa <strong>Beatriz da Silva</strong>, virgem, que, nascida de uma família nobre em Campo Maior, vila de Portugal, depois de ter acompanhado seus pais para Ceuta, daqui passou à corte de Castela, região da Espanha, como dama de honor da sua parente, a infanta Dona Isabel de Portugal. Para se dedicar a uma vida cristã mais perfeita, retirou-se para o convento da Ordem de São Domingos, em Toledo, onde permaneceu mais de trinta anos, obedecendo religiosa e solicitamente à superiora do convento e submetendo-se fielmente à disciplina regular, especialmente quanto ao silêncio e à celebração diária dos Ofícios Divinos. Nesse convívio de vida consagrada tomou a resolução de instituir uma nova família religiosa consagrada à Santíssima Mãe de Deus. Apoiada no poder da rainha Isabel, a Católica, transferiu-se em 1484 com doze companheiras para a casa vulgarmente chamada “Palácio de Galiana’’, na mesma cidade, e assim começou a fundação da Ordem da Imaculada Conceição de Nossa Senhora; pouco depois de fazer profissão religiosa, faleceu com fama de santidade.</p>
<p> </p>",(† 1492)
2024-08-17,"<p><strong>2.   </strong>Em Cízico, no Helesponto, hoje na Turquia, São <strong>Míron</strong>, presbítero e mártir, que, segundo a tradição, no tempo do imperador Décio e do governador Antípatro, depois de muitos suplícios foi decapitado.</p>",(† s. III)
2024-08-17,"<p><strong>3.   </strong>Em Cesareia da Capadócia, hoje Kayseri, na Turquia, São <strong>Mamede</strong>, mártir, que, sendo um pastor de condição muito humilde, vivia solitário nas florestas dos montes com rigorosa frugalidade e, por ter professado a sua fé em Cristo, no tempo do imperador Aureliano consumou o martírio.</p>",(† 273/274)
2024-08-17,"<p><strong>4.   </strong>Na Sicília, actualmente região da Itália, o dia natal de Santo <strong>Eusébio</strong>, papa, valoroso testemunho de Cristo, que foi deportado pelo imperador Maxêncio para esta ilha e, exilado da pátria terrena, mereceu entrar na pátria celeste; o seu corpo foi trasladado para Roma e depositado no cemitério de Calisto.</p>",(† 310)
2024-08-17,"<p><strong>5*.   </strong>Na Frísia, no território da actual Holanda, São <strong>Jerão</strong>, presbítero e mártir, que se narra ter sido morto por uns pagãos normandos.</p>",(† 856)
2024-08-17,"<p><strong>6*.   </strong>Em Tessalónica, na Macedónia, na actual Grécia, o passamento de Santo <strong>Elias o Jovem</strong>, monge segundo as regras dos Padres orientais, que depois de ter sofrido muito da parte dos Sarracenos por causa da sua fé, com grande fortaleza de ânimo seguiu uma vida de contínua oração e rigorosa austeridade na Calábria e na Sicília.</p>",(† 903)
2024-08-17,"<p><strong>7*.   </strong>Em Arcária, perto de Milazzo, na Sicília, São <strong>Nicolau Políti</strong>, eremita, que passou a vida em suprema austeridade numa caverna.</p>",(† 1107)
2024-08-17,"<p><strong>8*.   </strong>Em Colle di Val d’Elsa, próximo de Sena, na Etrúria, hoje na Toscana, região da Itália, o Beato <strong>Alberto</strong>, presbítero, que deu ao povo um egrégio exemplo de virtude.</p>",(† 1202)
2024-08-17,"<p><strong>9.   </strong>Em Montefalco, na Úmbria, também na Itália, Santa <strong>Clara da Cruz</strong>, virgem da Ordem das Eremitas de Santo Agostinho, que dirigiu o mosteiro da Santa Cruz, abrasada no amor à Paixão de Cristo.</p>",(† 1308)
2024-08-17,"<p><strong>10.   </strong>Em Nagasáki, no Japão, os santos mártires <strong>Tiago Kyuhei Gorobioye</strong>, presbítero da Ordem dos Pregadores, e <strong>Miguel Kurobioye</strong>, que, no tempo do comandante supremo Tokugawa Yemitsu, foram condenados à pena capital e morreram por Cristo.</p>",(† 1633)
2024-08-17,"<p><strong>11.   </strong>Em Saumur, perto de Angers, na França, Santa <strong>Joana Delanoue</strong>, virgem, que, totalmente confiada no auxílio da divina providência, acolheu durante vários anos na sua casa órfãs, anciãs, enfermas e mulheres dissolutas e, finalmente fundou com algumas companheiras o Instituto das Irmãs de Santa Ana da Providência.</p>",(† 1736)
2024-08-17,"<p><strong>12*.   </strong>Num barco-prisão ancorado ao largo de Rochefort, na França, o Beato <strong>Natal</strong> <strong>Hilário</strong> <strong>Le Conte</strong>, mártir, que, sendo clérigo da catedral de Bourges como mestre-capela, durante a violenta perseguição religiosa foi encerrado na galera, na qual, consumido pela enfermidade, morreu por Cristo.</p>",(† 1794)
2024-08-17,"<p><strong>13*.   </strong>Em Castelfullit de la Roca, perto de Gerona, na Espanha, o Beato <strong>Henrique Canadell Quintana</strong>, presbítero da Ordem dos Clérigos Regrantes da Escolas Pias e mártir, assassinado em ódio à Igreja.</p>",(† 1936)
2024-08-18,"<p><strong>1.   </strong>Em Palestrina, no Lácio, região da Itália, Santo <strong>Agapito</strong>, mártir.</p>",(† data inc.)
2024-08-18,"<p><strong>2.   </strong>Em Útica, na África Proconsular, actualmente na Tunísia, os santos <strong>mártires da “Massa Cândida”</strong>, que, mais numerosos que os peixes recolhidos na rede pelos Apóstolos, seguindo fielmente o seu bispo Quadrato, professaram unanimemente a fé em Cristo Filho de Deus e por Ele aceitaram generosamente o martírio.</p>",(† s. III-IV)
2024-08-18,"<p><strong>3.   </strong>Em Mira, na Lícia, actualmente na Turquia, São <strong>Leão</strong>, mártir.</p>",(† s. III-IV)
2024-08-18,"<p><strong>4.   </strong>Em Roma, junto à Via Labicana, Santa <strong>Helena</strong>, mãe do imperador Constantino, que se empenhou generosamente em ajudar os pobres e frequentava a igreja anonimamente integrada na multidão dos fiéis; fez a peregrinação a Jerusalém, para encontrar os lugares do Nascimento, Paixão e Ressurreição de Cristo e honrou com veneráveis basílicas o presépio e a cruz do Senhor.</p>",(† c. 329)
2024-08-18,"<p><strong>5.   </strong>Em Metz, na Gália Bélgica, actualmente na França, São <strong>Firmino</strong>, bispo.</p>",(† s. IV)
2024-08-18,"<p><strong>6*.   </strong>Em Arles, na Provença, também na actual França, Santo <strong>Eónio</strong>, bispo, que defendeu dos erros de Pelágio a sua Igreja e recomendou ao seu povo como sucessor São Cesário, que ele tinha ordenado presbítero.</p>",(† 502)
2024-08-18,"<p><strong>7.   </strong>Na Bitínia, na actual Turquia, o passamento de São <strong>Macário</strong>, hegúmeno do mosteiro de Pelecete, que, no tempo do imperador Leão V, suportou muitas tribulações pela defesa das sagradas imagens.</p>",(† 850)
2024-08-18,"<p><strong>8*.   </strong>No mosteiro de Cava de’ Tirréni, na Campânia, região da Itália, o Beato <strong>Leonardo</strong>, abade, extraordinário homem de paz.</p>",(† 1255)
2024-08-18,"<p><strong>9*.   </strong>Em Ravena, na Flamínia, hoje na Emília-Romanha, região da Itália, o Beato <strong>Reinaldo de Concorezzo</strong>, bispo, ilustre pelo seu zelo, prudência e caridade.</p>",(† 1321)
2024-08-18,"<p><strong>10*.   </strong>Em Mântua, na Lombardia, também região da Itália, a Beata <strong>Paula Montáldi</strong>, virgem, abadessa da Ordem das Clarissas, célebre pela sua devoção à Paixão do Senhor, assiduidade na oração e austeridade de vida.</p>",(† 1514)
2024-08-18,"<p><strong>11*.   </strong>Num barco-prisão ancorado ao largo de Rochefort, na França, o Beato <strong>António Banassat</strong>, presbítero e mártir, um pároco que, durante a perseguição da Revolução Francesa, foi preso em ódio à fé cristã e morreu de fome e inanição.</p>",(† 1794)
2024-08-18,"<p><strong>12*.   </strong>Em Valdemoro, perto de Madrid, na Espanha, o Beato <strong>Francisco Árias Martin</strong>, presbítero e mártir, um noviço da Ordem de São João de Deus, que, durante a perseguição religiosa, em breve tempo consumou o caminho da perfeição.</p>",(† 1936)
2024-08-18,"<p><strong>13*.   </strong>Em Barbastro, perto de Huesca, também na Espanha, os beatos <strong>Jaime Falgarona Vilanova </strong>e <strong>Atanásio Vidaurreta Labra</strong>, religiosos da Congregação dos Missionários Filhos do Imaculado Coração de Maria e mártires na mesma perseguição.</p>",(† 1936)
2024-08-18,"<p><strong>14*.   </strong>Em Alcañiz, localidade da província de Teruel, também na Espanha, o Beato <strong>Martinho Martínez Pascual</strong>, presbítero e mártir, agregado à Irmandade dos Sacerdotes Operários Diocesanos, que na mesma perseguição e no mesmo dia, recebeu a coroa de glória.</p>",(† 1936)
2024-08-18,"<p><strong>15*.   </strong>Em Rafelbunyol, localidade da província de Valência, também na Espanha, o Beato <strong>Vicente Maria Izquierdo Alcón</strong>, presbítero e mártir, morto em ódio à fé cristã na mesma perseguição.</p>",(† 1936)
2024-08-18,"<p><strong>16♦.</strong>        Em Valdepeñas, localidade da província de Ciudad Real, também na Espanha, os beatos mártires <strong>Félix González Bustos</strong>, <strong>Pedro Buitrago Morales </strong>e<strong> Justo Arévalo y Mora</strong>, presbíteros da diocese de Ciudad Real, e <strong>cinco religiosos</strong><a href=""#_ftn1"" name=""_ftnref1"">[1]</a> da Congregação dos Irmãos das Escolas Cristãs, que na mesma perseguição e no mesmo dia, receberam a coroa de glória.</p>
<p> </p>
<hr/>
<p><a href=""#_ftnref1"" name=""_ftn1"">[1]</a>  Estes são os seus nomes: Agapito Leão (Remígio Ângelo Ollala Aldea), Dâmaso Luís (Antolino Martínez Martínez), Josafat Roque (Urbano Corral González), Júlio Afonso (Valeriano Ruiz Peral), Ladislau Luís (Isidro Muñoz Antolin), religiosos da Congregação dos Irmãos das Escolas Cristãs.</p>
<p> </p>",(† 1936)
2024-08-18,"<p><strong>17♦.   </strong>Em La Tejera, perto de Tineo, nas Astúrias, também na Espanha, os beatos <strong>Celestino José Alonso Villar</strong>, <strong>Gregório Díez Pérez</strong> e <strong>Tiago Franco Mayo</strong>, presbíteros, e Abílio Sáiz López, religioso, todos da Ordem dos Pregadores e mártires, que, oprimidos pela violência dos inimigos da Igreja, foram ao encontro do Senhor.</p>",(† 1936)
2024-08-18,"<p><strong>18♦.   </strong>Em Seo de Urgel, cidade da Catalunha, também na Espanha, o Beato <strong>Jacob Samuel</strong> (José Henrique Chamayou Oulés), religioso da Congregação dos Irmãos das Escolas Cristãs e mártir, que pelo martírio na mesma perseguição se tornou participante na vitória de Cristo.</p>",(† 1936)
2024-08-18,"<p><strong>19♦.   </strong>Em San Boy de Llusanés, perto de Barcelona, também na Espanha, os beatos <strong>Honorato Alfredo</strong> (Agostinho Pedro Calvo), e <strong>Olegário Ângelo</strong> (Eudaldo Rodas Más), religiosos da Congregação dos Irmãos das Escolas Cristãs e mártires, que, na mesma perseguição, derramaram o seu sangue por Cristo.</p>",(† 1936)
2024-08-18,"<p><strong>20♦.   </strong>Em Torrijos, perto de Toledo, também na Espanha, o Beato <strong>Libério González Nombela</strong>, presbítero da diocese de Toledo e mártir, que, durante a mesma perseguição contra a fé, terminou a sua vida seguindo a Cristo até à morte.</p>",(† 1936)
2024-08-18,"<p><strong>21*.</strong>   Em Santiago do Chile, Santo <strong>Alberto Hurtado Cruchaga</strong>, presbítero da Companhia de Jesus, que fundou uma obra para que os pobres sem tecto e os vagabundos, sobretudo as crianças, pudessem encontrar uma verdadeira e familiar habitação.</p>",(† 1952)
2024-08-19,"<p>São <strong>João Eudes</strong>, presbítero, que se dedicou durante muitos anos à pregação nas paróquias e fundou depois a Congregação de Jesus e Maria, para a formação dos sacerdotes nos seminários, e a das monjas de Nossa Senhora da Caridade, para fortalecer na vida cristã as mulheres penitentes; fomentou com grande ardor a devoção aos Sagrados Corações de Jesus e de Maria, até que, em Caen, na Normandia, região da França, adormeceu piedosamente no Senhor.</p>
<p> </p>",(† 1680)
2024-08-19,"<p><strong>2.   </strong>Em Ceccano, no Lácio, região da Itália, São <strong>Magno</strong>, mártir.</p>",(† data inc.)
